Attrition,BusinessTravel,Department,EnvironmentSatisfaction,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,OverTime,PercentSalaryHike,RelationshipSatisfaction,StockOptionLevel,WorkLifeBalance,YearsSinceLastPromotion,Attrition_bin,OverTime_bin,BusinessTravel_ord
No,Travel_Rarely,Research & Development,4,2,2,4,6062,Yes,13,4,1,3,0,0,1,1
Yes,Travel_Rarely,Research & Development,3,3,1,3,4382,No,17,4,0,2,2,1,0,1
No,Travel_Rarely,Human Resources,3,3,1,2,2143,No,13,2,1,3,0,0,0,1
No,Travel_Rarely,Research & Development,3,2,2,3,6162,No,12,3,1,3,6,0,0,1
No,Travel_Frequently,Research & Development,1,2,2,3,5094,No,14,4,0,3,0,0,0,2
No,Travel_Rarely,Research & Development,3,2,2,4,6877,Yes,24,2,0,2,0,0,1,1
No,Travel_Rarely,Research & Development,2,2,1,3,2274,No,14,4,0,3,0,0,0,1
No,Travel_Rarely,Research & Development,2,3,2,2,4434,No,13,4,1,2,7,0,0,1
No,Travel_Frequently,Research & Development,1,2,2,1,6288,No,15,3,1,2,1,0,0,2
No,Travel_Frequently,Research & Development,3,2,1,4,2553,No,16,3,0,3,1,0,0,2
Yes,Travel_Rarely,Sales,3,3,3,4,7654,No,18,1,2,4,7,1,0,1
Yes,Travel_Rarely,Sales,3,3,2,4,5160,No,16,3,0,2,7,1,0,1
No,Travel_Rarely,Research & Development,2,3,4,1,17159,No,24,3,1,3,1,0,0,1
No,Travel_Rarely,Research & Development,3,2,3,4,12808,Yes,16,2,1,3,0,0,1,1
No,Travel_Rarely,Research & Development,3,3,3,3,10221,No,21,2,0,4,1,0,0,1
No,Travel_Rarely,Sales,2,3,2,2,4779,Yes,20,1,0,3,7,0,1,1
No,Travel_Rarely,Human Resources,3,3,1,4,3737,No,19,3,1,1,0,0,0,1
Yes,Travel_Frequently,Research & Development,3,2,1,3,2366,Yes,14,1,1,3,1,1,1,2
No,Non-Travel,Research & Development,4,3,1,4,1706,No,11,3,3,2,0,0,0,0
No,Travel_Rarely,Sales,1,3,4,3,16307,No,14,3,1,2,4,0,0,1
No,Travel_Rarely,Research & Development,4,3,2,2,5933,No,12,4,0,2,2,0,0,1
No,Travel_Rarely,Research & Development,1,4,1,1,3424,No,13,3,0,2,0,0,0,1
No,Travel_Rarely,Sales,1,4,2,1,4037,No,22,1,1,3,0,0,0,1
No,Travel_Rarely,Research & Development,3,2,1,1,2559,No,11,4,0,2,1,0,0,1
No,Travel_Rarely,Sales,2,3,2,4,6201,Yes,14,4,1,2,4,0,1,1
No,Travel_Rarely,Sales,2,3,2,4,4403,No,11,3,1,2,0,0,0,1
No,Travel_Frequently,Research & Development,2,2,1,4,3761,No,12,2,1,2,0,0,0,2
No,Travel_Rarely,Sales,1,2,3,4,10934,Yes,18,4,1,3,0,0,1,1
No,Travel_Rarely,Sales,4,3,3,1,10761,Yes,12,3,1,3,0,0,1,1
No,Travel_Rarely,Research & Development,3,4,2,3,5175,No,12,3,1,2,1,0,0,1
No,Travel_Frequently,Research & Development,3,2,4,4,13826,No,22,3,0,3,0,0,0,2
No,Travel_Rarely,Sales,4,2,2,3,6334,No,19,4,2,3,0,0,0,1
No,Travel_Rarely,Human Resources,2,2,1,4,4936,No,13,4,1,3,0,0,0,1
No,Travel_Rarely,Research & Development,4,2,2,4,4775,No,22,1,2,1,2,0,0,1
No,Travel_Rarely,Research & Development,1,4,1,4,2818,Yes,24,3,1,2,0,0,1,1
No,Travel_Frequently,Research & Development,2,3,1,4,2515,Yes,14,4,0,3,2,0,1,2
No,Travel_Rarely,Human Resources,1,2,1,1,2342,No,21,3,0,3,0,0,0,1
No,Travel_Rarely,Sales,3,3,2,1,4194,Yes,18,4,0,3,0,0,1,1
No,Travel_Rarely,Research & Development,4,2,3,3,10685,Yes,20,2,1,3,5,0,1,1
Yes,Travel_Frequently,Research & Development,4,3,1,2,2022,Yes,19,1,1,2,7,1,1,2
No,Non-Travel,Research & Development,4,3,1,4,2314,No,12,2,1,3,0,0,0,0
No,Travel_Rarely,Sales,3,2,2,1,4256,No,12,1,0,4,0,0,0,1
No,Travel_Rarely,Research & Development,3,3,1,1,3580,No,16,2,1,3,0,0,0,1
No,Non-Travel,Research & Development,1,2,1,4,3162,No,17,4,0,2,3,0,0,0
No,Travel_Frequently,Sales,2,3,2,2,6524,No,14,4,1,3,5,0,0,2
No,Travel_Rarely,Sales,2,2,1,2,2899,No,19,4,1,3,1,0,0,1
No,Travel_Rarely,Research & Development,3,4,2,4,5231,Yes,13,2,1,2,1,0,1,1
No,Travel_Rarely,Research & Development,4,3,1,4,2356,Yes,19,2,1,3,0,0,1,1
Yes,Travel_Rarely,Sales,2,2,1,3,2800,Yes,19,3,3,3,0,1,1,1
No,Travel_Rarely,Sales,1,3,4,4,11836,No,14,3,1,3,2,0,0,1
No,Travel_Rarely,Research & Development,4,2,3,2,10903,No,16,1,0,3,4,0,0,1
No,Travel_Frequently,Sales,3,3,1,4,2973,No,15,2,1,3,0,0,0,2
No,Travel_Rarely,Research & Development,4,3,4,4,14275,No,18,3,0,3,3,0,0,1
No,Travel_Frequently,Research & Development,4,3,2,4,5562,No,13,2,1,2,2,0,0,2
No,Travel_Rarely,Sales,3,3,2,4,4537,Yes,22,1,1,3,7,0,1,1
No,Non-Travel,Sales,1,3,3,2,7642,Yes,13,4,0,3,0,0,1,0
No,Non-Travel,Research & Development,1,3,4,1,17924,No,11,4,1,3,14,0,0,0
No,Travel_Rarely,Human Resources,4,2,2,4,5204,No,11,3,2,3,0,0,0,1
No,Travel_Rarely,Human Resources,4,3,1,2,2277,Yes,11,3,1,4,0,0,1,1
Yes,Travel_Rarely,Research & Development,1,3,1,4,2795,Yes,24,3,0,1,0,1,1,1
No,Travel_Rarely,Research & Development,1,2,1,4,2532,No,14,3,3,3,0,0,0,1
No,Travel_Rarely,Research & Development,2,3,1,1,2559,Yes,13,4,0,3,7,0,1,1
No,Travel_Rarely,Sales,1,3,2,4,4908,No,14,2,0,3,0,0,0,1
Yes,Travel_Frequently,Research & Development,4,2,1,4,2380,Yes,14,4,1,2,0,1,1,2
No,Travel_Rarely,Research & Development,1,3,2,2,4765,No,21,3,1,4,0,0,0,1
Yes,Travel_Rarely,Sales,3,2,1,3,2044,No,13,4,0,2,0,1,0,1
Yes,Travel_Rarely,Research & Development,4,3,1,4,2693,No,19,1,0,2,0,1,0,1
No,Travel_Rarely,Research & Development,3,3,2,4,6586,Yes,17,1,1,2,4,0,1,1
No,Travel_Rarely,Sales,4,2,1,4,3294,Yes,18,1,0,2,1,0,1,1
Yes,Travel_Rarely,Research & Development,2,3,2,3,4171,Yes,19,1,1,4,0,1,1,1
Yes,Travel_Rarely,Research & Development,2,1,1,4,2778,Yes,13,3,1,2,1,1,1,1
No,Travel_Rarely,Research & Development,3,3,1,3,2377,No,18,2,1,3,2,0,0,1
Yes,Travel_Rarely,Research & Development,4,3,1,1,2404,Yes,21,4,0,1,2,1,1,1
No,Travel_Rarely,Research & Development,2,3,1,3,2318,No,19,3,0,3,0,0,0,1
No,Travel_Rarely,Research & Development,2,3,1,2,2008,No,14,2,2,3,1,0,0,1
No,Travel_Rarely,Sales,3,2,2,3,6244,No,17,1,0,3,0,0,0,1
No,Travel_Rarely,Research & Development,3,2,1,1,2799,Yes,11,2,0,3,0,0,1,1
No,Travel_Rarely,Research & Development,3,2,3,2,10552,Yes,13,4,1,3,0,0,1,1
No,Travel_Rarely,Sales,2,2,1,3,2329,No,15,2,0,4,5,0,0,1
No,Travel_Rarely,Research & Development,4,3,2,4,4014,Yes,25,4,1,1,0,0,1,1
No,Travel_Rarely,Research & Development,1,3,3,2,7403,No,11,3,1,2,1,0,0,1
No,Travel_Rarely,Research & Development,4,3,1,3,2259,No,17,1,2,2,0,0,0,1
No,Non-Travel,Sales,4,3,2,3,6932,No,13,4,1,2,0,0,0,0
No,Travel_Rarely,Research & Development,2,3,1,4,4678,No,18,3,0,3,0,0,0,1
No,Travel_Rarely,Research & Development,4,3,3,1,13582,No,13,2,1,3,5,0,0,1
No,Non-Travel,Research & Development,3,2,1,2,2332,No,20,3,0,3,0,0,0,0
Yes,Travel_Rarely,Sales,3,2,1,2,2413,Yes,18,3,3,3,0,1,1,1
No,Travel_Rarely,Sales,1,2,3,2,9705,No,12,2,1,2,0,0,0,1
No,Travel_Frequently,Sales,3,2,2,1,4294,No,12,2,0,3,0,0,0,2
No,Travel_Rarely,Research & Development,4,3,1,1,4721,Yes,13,3,0,3,2,0,1,1
No,Travel_Rarely,Research & Development,3,3,1,3,2519,No,21,3,0,3,3,0,0,1
Yes,Travel_Rarely,Sales,4,2,1,2,2121,Yes,13,2,0,4,0,1,1,1
Yes,Travel_Rarely,Research & Development,1,3,1,1,2973,No,19,2,0,3,0,1,0,1
No,Travel_Rarely,Research & Development,4,3,2,4,5855,Yes,11,3,2,1,8,0,1,1
No,Travel_Frequently,Research & Development,4,3,1,2,3617,Yes,14,4,1,3,0,0,1,2
No,Travel_Rarely,Research & Development,3,3,2,1,6725,No,12,3,1,4,6,0,0,1
Yes,Travel_Rarely,Sales,3,2,3,4,10325,Yes,11,1,1,3,3,1,1,1
No,Travel_Rarely,Research & Development,2,2,2,4,6949,No,14,1,0,3,1,0,0,1
Yes,Travel_Rarely,Sales,1,2,3,3,10609,No,11,3,0,1,11,1,0,1
No,Non-Travel,Research & Development,3,3,2,2,4447,No,12,2,0,2,0,0,0,0
No,Travel_Frequently,Sales,3,3,1,4,2157,No,15,2,1,3,0,0,0,2
No,Travel_Rarely,Sales,3,3,2,3,4601,No,16,2,0,3,1,0,0,1
No,Travel_Rarely,Research & Development,4,3,4,4,17099,No,15,2,1,2,7,0,0,1
Yes,Travel_Rarely,Research & Development,4,3,1,3,2479,No,24,1,0,3,0,1,0,1
No,Travel_Rarely,Sales,3,3,4,3,14852,No,13,3,1,4,15,0,0,1
No,Travel_Rarely,Sales,3,3,3,3,7264,No,11,1,1,4,7,0,0,1
No,Non-Travel,Sales,3,3,2,4,5666,Yes,13,2,0,3,1,0,1,0
No,Travel_Rarely,Sales,4,3,3,4,7823,No,13,2,1,3,0,0,0,1
No,Travel_Rarely,Sales,1,4,3,3,7880,No,18,4,0,3,0,0,0,1
Yes,Non-Travel,Sales,2,4,4,2,13194,Yes,16,4,0,2,0,1,1,0
No,Travel_Frequently,Research & Development,3,4,2,3,5067,Yes,19,3,0,4,2,0,1,2
No,Non-Travel,Sales,1,3,2,4,5079,No,13,4,2,3,0,0,0,0
Yes,Non-Travel,Research & Development,3,2,1,1,2321,Yes,22,1,0,3,1,1,1,0
No,Non-Travel,Sales,4,3,4,3,17444,No,11,4,0,3,6,0,0,0
Yes,Travel_Rarely,Research & Development,4,2,1,1,2404,Yes,20,3,0,3,0,1,1,1
No,Travel_Rarely,Research & Development,2,3,1,4,3452,No,18,1,0,3,0,0,0,1
No,Travel_Rarely,Research & Development,4,3,1,4,2270,No,14,4,2,3,0,0,0,1
No,Travel_Rarely,Research & Development,4,3,4,4,17399,No,22,3,1,2,1,0,0,1
No,Travel_Frequently,Research & Development,3,4,2,2,5488,Yes,13,1,1,3,1,0,1,2
No,Travel_Frequently,Research & Development,1,3,5,3,19419,No,17,2,1,4,0,0,0,2
No,Travel_Rarely,Research & Development,3,3,1,2,2811,No,14,2,1,3,2,0,0,1
No,Non-Travel,Research & Development,4,3,2,1,3633,Yes,15,3,1,3,0,0,1,0
No,Travel_Rarely,Sales,4,3,2,4,4163,Yes,17,3,0,3,0,0,1,1
Yes,Travel_Rarely,Research & Development,1,3,1,3,2132,Yes,11,2,0,3,0,1,1,1
No,Travel_Rarely,Research & Development,4,3,4,3,13973,Yes,18,4,1,3,1,0,1,1
No,Travel_Frequently,Research & Development,3,3,1,3,2684,No,17,2,1,2,0,0,0,2
No,Travel_Rarely,Research & Development,4,3,3,3,10845,No,13,2,1,3,0,0,0,1
No,Travel_Rarely,Research & Development,4,2,2,3,4377,No,15,2,2,3,3,0,0,1
Yes,Travel_Rarely,Research & Development,3,2,1,2,3743,Yes,24,4,1,1,0,1,1,1
No,Travel_Frequently,Research & Development,3,3,2,1,4148,No,12,3,1,3,0,0,0,2
No,Non-Travel,Research & Development,2,3,1,4,1051,No,15,4,0,3,0,0,0,0
No,Travel_Rarely,Research & Development,3,3,3,3,10739,No,11,3,1,3,0,0,0,1
No,Travel_Rarely,Research & Development,3,3,3,3,10388,Yes,11,3,1,2,10,0,1,1
No,Travel_Rarely,Research & Development,2,4,3,1,11416,Yes,12,3,3,2,1,0,1,1
Yes,Travel_Rarely,Research & Development,4,2,1,1,2600,Yes,15,1,0,3,0,1,1,1
Yes,Travel_Frequently,Research & Development,2,3,1,2,2422,No,17,1,0,3,1,1,0,2
No,Travel_Rarely,Research & Development,4,4,2,4,5472,No,12,2,0,3,1,0,0,1
No,Travel_Rarely,Research & Development,2,1,1,1,2451,No,15,1,1,2,1,0,0,1
No,Travel_Rarely,Research & Development,1,2,2,3,4240,No,13,4,0,3,2,0,0,1
No,Travel_Rarely,Research & Development,3,2,3,3,10999,No,14,2,0,3,4,0,0,1
No,Travel_Rarely,Research & Development,4,3,2,3,5003,No,14,2,0,3,2,0,0,1
No,Travel_Rarely,Research & Development,4,2,4,4,12742,No,16,3,1,3,11,0,0,1
No,Travel_Rarely,Research & Development,1,3,2,4,4227,No,18,2,1,3,2,0,0,1
No,Travel_Rarely,Research & Development,2,3,1,4,3917,No,20,1,1,2,1,0,0,1
No,Travel_Rarely,Sales,4,3,5,3,18303,No,13,2,0,4,0,0,0,1
No,Travel_Rarely,Research & Development,1,3,1,4,2380,No,18,2,0,3,0,0,0,1
No,Travel_Rarely,Research & Development,3,2,4,4,13726,Yes,13,1,0,3,4,0,1,1
Yes,Travel_Rarely,Research & Development,1,1,2,2,4777,No,15,1,0,1,0,1,0,1
No,Travel_Frequently,Research & Development,3,3,2,2,6385,Yes,14,4,2,3,6,0,1,2
No,Non-Travel,Research & Development,2,1,5,3,19973,No,22,2,2,3,5,0,0,0
No,Travel_Rarely,Sales,2,3,2,4,6861,Yes,12,3,0,3,0,0,1,1
Yes,Non-Travel,Sales,2,1,2,1,4969,No,18,4,0,3,2,1,0,0
Yes,Travel_Rarely,Sales,1,1,5,4,19845,No,15,4,1,3,6,1,0,1
No,Travel_Rarely,Sales,4,4,4,4,13320,Yes,18,3,1,3,11,0,1,1
No,Non-Travel,Sales,4,3,2,3,6347,No,12,1,1,3,0,0,0,0
Yes,Travel_Rarely,Research & Development,3,4,1,1,2743,No,16,3,0,3,15,1,0,1
No,Travel_Frequently,Research & Development,4,3,3,1,10880,Yes,13,3,0,3,2,0,1,2
No,Non-Travel,Sales,2,2,1,4,2342,No,19,4,0,2,2,0,0,0
No,Travel_Rarely,Sales,4,3,4,4,17650,No,13,2,1,4,1,0,0,1
No,Non-Travel,Research & Development,4,3,1,3,4025,No,12,2,0,3,7,0,0,0
No,Travel_Rarely,Sales,2,4,2,4,9725,No,11,4,1,2,0,0,0,1
No,Travel_Rarely,Sales,2,3,3,4,11904,Yes,14,3,1,1,0,0,1,1
No,Travel_Rarely,Human Resources,2,3,1,2,2177,No,16,1,0,3,0,0,0,1
No,Travel_Frequently,Sales,3,2,3,2,7525,No,12,1,1,3,6,0,0,2
Yes,Travel_Rarely,Research & Development,1,3,2,3,4834,No,14,2,1,2,0,1,0,1
Yes,Travel_Frequently,Research & Development,1,3,1,1,2042,Yes,14,2,1,3,1,1,1,2
No,Travel_Rarely,Sales,3,3,1,3,2220,Yes,19,4,1,3,0,0,1,1
No,Travel_Rarely,Sales,4,3,1,2,1052,No,22,2,0,3,0,0,0,1
No,Travel_Frequently,Research & Development,3,3,1,3,2821,No,16,1,1,3,2,0,0,2
No,Travel_Rarely,Research & Development,2,3,5,3,19237,Yes,11,4,1,2,7,0,1,1
No,Travel_Rarely,Research & Development,4,3,2,2,4107,No,15,1,0,2,0,0,0,1
No,Travel_Rarely,Sales,3,3,2,1,8396,No,14,2,1,2,7,0,0,1
No,Travel_Frequently,Research & Development,1,2,1,3,2007,No,13,3,2,3,1,0,0,2
No,Travel_Rarely,Research & Development,4,3,5,4,19627,No,17,4,2,3,2,0,0,1
No,Travel_Rarely,Sales,3,2,3,3,10686,No,11,2,1,3,7,0,0,1
No,Travel_Frequently,Research & Development,1,3,1,3,2942,No,19,2,1,3,0,0,0,2
No,Travel_Rarely,Research & Development,4,2,3,4,8858,No,11,2,0,2,7,0,0,1
No,Non-Travel,Research & Development,3,2,4,1,16756,No,15,2,0,4,6,0,0,0
No,Travel_Rarely,Sales,3,2,3,4,10798,No,13,3,1,3,0,0,0,1
Yes,Travel_Frequently,Sales,4,3,1,4,2323,Yes,14,2,0,3,0,1,1,2
Yes,Travel_Rarely,Research & Development,3,2,1,1,1416,No,13,1,0,2,1,1,0,1
No,Travel_Rarely,Research & Development,4,2,2,1,4615,Yes,23,1,3,3,1,0,1,1
Yes,Travel_Rarely,Research & Development,1,3,1,3,2461,Yes,12,3,3,4,2,1,1,1
Yes,Non-Travel,Research & Development,2,2,3,1,8722,No,12,1,0,2,1,1,0,0
No,Travel_Rarely,Research & Development,1,2,1,1,3955,No,16,1,2,3,1,0,0,1
No,Travel_Rarely,Research & Development,3,3,2,1,9957,No,15,3,1,2,0,0,0,1
No,Travel_Rarely,Research & Development,2,4,1,3,3376,No,13,3,0,3,0,0,0,1
No,Travel_Rarely,Research & Development,3,2,3,3,8823,No,18,1,1,2,1,0,0,1
No,Travel_Rarely,Research & Development,1,3,3,4,10322,No,20,4,1,3,11,0,0,1
No,Non-Travel,Research & Development,1,1,1,3,4621,No,19,4,3,3,1,0,0,0
No,Travel_Frequently,Research & Development,4,3,3,2,10976,No,18,2,1,3,1,0,0,2
No,Travel_Rarely,Research & Development,3,3,2,3,3660,No,13,4,0,4,1,0,0,1
Yes,Travel_Rarely,Human Resources,2,2,3,1,10482,No,14,4,1,3,3,1,0,1
No,Travel_Rarely,Research & Development,4,2,3,4,7119,No,15,3,1,3,1,0,0,1
Yes,Travel_Rarely,Sales,4,3,3,1,9582,Yes,22,1,0,3,4,1,1,1
Yes,Travel_Frequently,Research & Development,1,2,2,3,4508,No,22,2,0,3,3,1,0,2
No,Travel_Rarely,Research & Development,1,3,1,3,2207,No,16,4,1,2,2,0,0,1
No,Travel_Frequently,Research & Development,1,3,2,4,7756,No,17,3,0,2,0,0,0,2
No,Travel_Rarely,Sales,4,2,2,4,6694,Yes,14,3,3,3,0,0,1,1
Yes,Travel_Rarely,Research & Development,4,3,1,4,3691,Yes,15,2,1,4,5,1,1,1
Yes,Travel_Rarely,Research & Development,1,3,1,3,2377,No,20,3,1,2,0,1,0,1
Yes,Travel_Rarely,Research & Development,1,2,1,2,2313,Yes,20,2,0,3,2,1,1,1
No,Travel_Rarely,Research & Development,4,3,4,1,17665,No,17,4,1,3,13,0,0,1
Yes,Travel_Frequently,Research & Development,1,2,1,2,2596,No,15,1,2,3,0,1,0,2
Yes,Travel_Frequently,Sales,4,3,2,3,4728,Yes,14,4,0,3,0,1,1,2
No,Travel_Frequently,Sales,4,3,2,2,4302,No,17,3,1,3,0,0,0,2
No,Non-Travel,Research & Development,3,2,1,4,2979,No,17,4,3,3,0,0,0,0
No,Non-Travel,Research & Development,1,4,4,4,16885,No,22,3,0,2,2,0,0,0
No,Non-Travel,Sales,2,2,2,3,5593,No,13,4,1,3,4,0,0,0
No,Travel_Rarely,Research & Development,2,3,3,2,10445,No,19,4,0,3,4,0,0,1
No,Travel_Rarely,Sales,3,2,3,3,8740,Yes,14,2,2,3,2,0,1,1
No,Travel_Rarely,Research & Development,3,3,1,4,2514,No,22,1,1,3,1,0,0,1
No,Travel_Rarely,Research & Development,4,3,3,2,7655,No,17,2,3,2,1,0,0,1
No,Travel_Rarely,Sales,1,3,4,3,17465,No,12,4,1,3,4,0,0,1
No,Travel_Rarely,Sales,4,3,3,2,7351,No,16,3,0,3,0,0,0,1
No,Travel_Frequently,Research & Development,3,3,3,1,10820,No,11,3,1,3,0,0,0,2
Yes,Travel_Frequently,Research & Development,1,3,4,4,12169,No,11,4,3,3,11,1,0,2
No,Travel_Rarely,Research & Development,3,2,5,3,19626,No,14,1,0,4,4,0,0,1
No,Travel_Rarely,Research & Development,4,2,1,2,2070,Yes,11,3,0,4,2,0,1,1
No,Non-Travel,Research & Development,3,3,2,2,6782,No,15,3,0,2,0,0,0,0
No,Non-Travel,Research & Development,1,3,2,4,7779,No,20,1,0,3,0,0,0,0
No,Travel_Frequently,Sales,3,4,1,4,2791,No,12,1,1,3,2,0,0,2
No,Travel_Rarely,Research & Development,1,2,1,2,3201,No,17,1,0,1,0,0,0,1
No,Travel_Frequently,Sales,4,3,2,4,4968,No,11,4,1,3,0,0,0,2
No,Travel_Rarely,Sales,4,2,4,2,13120,No,17,2,1,3,2,0,0,1
No,Travel_Frequently,Research & Development,4,3,2,3,4033,No,11,4,0,2,0,0,0,2
No,Travel_Frequently,Research & Development,4,3,1,2,3291,No,14,4,2,2,1,0,0,2
No,Travel_Rarely,Research & Development,2,1,2,4,4272,No,19,1,0,3,0,0,0,1
No,Travel_Rarely,Research & Development,2,2,2,4,5056,Yes,15,3,1,2,1,0,1,1
No,Travel_Rarely,Human Resources,3,4,1,3,2844,No,13,4,1,4,5,0,0,1
No,Travel_Frequently,Research & Development,3,2,1,3,2703,Yes,14,4,1,3,0,0,1,2
Yes,Non-Travel,Research & Development,3,3,1,3,1904,No,12,4,0,3,0,1,0,0
Yes,Travel_Rarely,Sales,1,3,2,1,8224,Yes,17,1,0,3,0,1,1,1
No,Travel_Rarely,Research & Development,2,3,1,4,4766,Yes,11,1,1,3,0,0,1,1
Yes,Travel_Frequently,Research & Development,3,3,1,3,2610,No,12,3,1,2,2,1,0,2
No,Travel_Rarely,Research & Development,3,2,2,4,5731,No,13,3,2,3,1,0,0,1
No,Travel_Rarely,Research & Development,4,2,1,3,2539,No,13,3,1,3,2,0,0,1
No,Travel_Rarely,Sales,2,3,2,3,5714,No,20,1,0,2,1,0,0,1
No,Travel_Rarely,Human Resources,3,3,1,3,4323,No,17,2,0,1,1,0,0,1
Yes,Travel_Rarely,Sales,4,2,3,1,7336,No,13,1,1,1,3,1,0,1
No,Travel_Frequently,Research & Development,2,3,3,3,13499,No,17,3,0,2,2,0,0,2
Yes,Travel_Frequently,Sales,3,3,4,1,13758,Yes,12,2,0,2,13,1,1,2
No,Travel_Rarely,Sales,2,3,2,1,5155,No,13,4,0,4,1,0,0,1
No,Travel_Rarely,Research & Development,4,2,1,3,2258,No,12,2,1,3,1,0,0,1
No,Travel_Rarely,Research & Development,4,3,1,2,3597,No,22,4,0,3,1,0,0,1
Yes,Travel_Rarely,Research & Development,3,3,1,4,2515,Yes,11,4,0,2,0,1,1,1
No,Travel_Rarely,Research & Development,1,4,1,4,4420,No,22,2,1,3,0,0,0,1
No,Travel_Rarely,Sales,3,2,2,3,6578,No,18,1,1,3,1,0,0,1
No,Travel_Frequently,Research & Development,3,2,2,4,4422,Yes,13,4,1,1,0,0,1,2
No,Travel_Rarely,Research & Development,3,2,3,2,10274,No,18,2,1,4,6,0,0,1
No,Travel_Frequently,Research & Development,4,2,2,1,5343,No,20,3,0,3,4,0,0,2
No,Travel_Frequently,Research & Development,4,2,1,4,2376,No,13,2,1,4,2,0,0,2
Yes,Travel_Rarely,Sales,1,1,2,3,5346,No,13,2,0,2,1,1,0,1
No,Non-Travel,Sales,3,3,1,1,2827,No,12,3,3,3,0,0,0,0
No,Travel_Rarely,Research & Development,4,3,5,1,19943,No,13,4,1,3,4,0,0,1
No,Travel_Rarely,Research & Development,2,3,1,4,3131,No,13,1,1,3,0,0,0,1
No,Travel_Rarely,Research & Development,3,3,1,1,2552,No,25,3,0,3,0,0,0,1
No,Travel_Rarely,Research & Development,1,3,1,3,4477,Yes,19,3,1,2,0,0,1,1
No,Travel_Rarely,Research & Development,4,2,2,4,6474,No,13,2,1,2,3,0,0,1
No,Travel_Rarely,Research & Development,1,2,1,3,3033,No,12,1,0,2,1,0,0,1
Yes,Travel_Rarely,Research & Development,3,3,1,3,2936,Yes,11,3,0,3,0,1,1,1
No,Travel_Rarely,Research & Development,4,3,5,3,18606,No,18,2,1,3,4,0,0,1
No,Travel_Rarely,Research & Development,2,1,1,4,2168,Yes,18,1,1,2,1,0,1,1
Yes,Travel_Frequently,Research & Development,3,2,1,4,2853,Yes,11,2,1,3,0,1,1,2
No,Travel_Rarely,Sales,3,3,4,1,17048,No,23,1,0,3,15,0,0,1
No,Non-Travel,Research & Development,4,1,1,3,2290,No,13,4,0,3,0,0,0,0
No,Travel_Rarely,Human Resources,2,3,1,3,3600,No,13,4,1,3,1,0,0,1
Yes,Non-Travel,Research & Development,1,2,1,1,2107,No,17,1,1,1,0,1,0,0
No,Travel_Rarely,Sales,3,3,2,1,4115,No,19,3,3,3,0,0,0,1
No,Travel_Frequently,Sales,2,3,2,2,4327,No,12,4,3,3,0,0,0,2
No,Travel_Frequently,Research & Development,4,3,4,1,17856,No,22,3,1,3,2,0,0,2
No,Travel_Rarely,Research & Development,4,2,1,1,3196,No,12,3,3,3,3,0,0,1
No,Travel_Rarely,Research & Development,4,3,5,2,19081,No,11,1,1,3,0,0,0,1
No,Travel_Rarely,Sales,3,3,2,1,8966,Yes,15,4,3,3,1,0,1,1
Yes,Travel_Rarely,Research & Development,4,3,1,2,2210,No,13,1,1,1,0,1,0,1
No,Travel_Frequently,Sales,2,3,2,3,4539,No,12,1,1,2,0,0,0,2
No,Travel_Rarely,Research & Development,3,1,1,3,2741,No,14,3,1,3,1,0,0,1
No,Travel_Rarely,Research & Development,3,3,2,3,3491,No,13,1,3,2,8,0,0,1
No,Travel_Rarely,Research & Development,4,3,2,4,4541,No,25,2,0,3,13,0,0,1
No,Travel_Rarely,Sales,3,4,1,4,2678,No,17,4,0,3,2,0,0,1
No,Travel_Rarely,Research & Development,4,3,2,4,7379,No,11,3,1,2,1,0,0,1
No,Non-Travel,Human Resources,4,4,2,1,6272,No,16,1,1,4,0,0,0,0
No,Travel_Rarely,Sales,2,4,2,4,5220,Yes,18,2,1,3,1,0,1,1
No,Travel_Frequently,Research & Development,3,2,1,2,2743,No,20,3,1,3,2,0,0,2
No,Travel_Frequently,Research & Development,4,3,2,3,4998,Yes,14,4,0,3,0,0,1,2
No,Travel_Rarely,Research & Development,3,1,3,1,10252,Yes,21,3,1,3,7,0,1,1
No,Travel_Rarely,Research & Development,1,3,1,4,2781,No,13,2,1,3,4,0,0,1
No,Travel_Rarely,Sales,2,2,2,2,6852,No,12,2,1,4,1,0,0,1
No,Travel_Rarely,Sales,3,3,2,4,4950,No,14,2,0,3,1,0,0,1
No,Travel_Rarely,Research & Development,4,3,1,2,3579,Yes,21,1,1,3,5,0,1,1
No,Travel_Frequently,Research & Development,1,3,3,1,13191,Yes,17,3,0,3,0,0,1,2
No,Non-Travel,Sales,3,2,3,4,10377,Yes,11,2,1,2,4,0,1,0
No,Travel_Rarely,Research & Development,1,3,1,1,2235,Yes,14,4,2,2,6,0,1,1
No,Travel_Frequently,Research & Development,4,3,3,3,10502,No,17,1,1,1,1,0,0,2
No,Travel_Rarely,Research & Development,1,4,1,4,2011,No,13,4,1,3,7,0,0,1
Yes,Non-Travel,Research & Development,1,2,1,2,1859,Yes,25,2,0,4,0,1,1,0
No,Travel_Rarely,Research & Development,1,3,1,4,3760,No,15,1,3,3,1,0,0,1
No,Travel_Rarely,Research & Development,4,3,4,4,17779,No,14,1,0,3,0,0,0,1
No,Travel_Rarely,Research & Development,3,3,2,1,6833,Yes,12,4,0,2,0,0,1,1
No,Travel_Rarely,Research & Development,3,2,2,1,6812,No,19,2,0,3,1,0,0,1
